image,label,wnid,ilsvrc_id
ILSVRC2012_val_00008892.JPEG,ILSVRC2012_val_00008892.xml,n02879718,538
ILSVRC2012_val_00008895.JPEG,ILSVRC2012_val_00008895.xml,n12620546,328
ILSVRC2012_val_00008897.JPEG,ILSVRC2012_val_00008897.xml,n04380533,304
ILSVRC2012_val_00008899.JPEG,ILSVRC2012_val_00008899.xml,n04596742,672
ILSVRC2012_val_00008900.JPEG,ILSVRC2012_val_00008900.xml,n03680355,973
ILSVRC2012_val_00008903.JPEG,ILSVRC2012_val_00008903.xml,n03376595,309
ILSVRC2012_val_00008908.JPEG,ILSVRC2012_val_00008908.xml,n03876231,504
ILSVRC2012_val_00008909.JPEG,ILSVRC2012_val_00008909.xml,n04507155,220
ILSVRC2012_val_00008911.JPEG,ILSVRC2012_val_00008911.xml,n04370456,837
ILSVRC2012_val_00008913.JPEG,ILSVRC2012_val_00008913.xml,n03724870,781
ILSVRC2012_val_00008914.JPEG,ILSVRC2012_val_00008914.xml,n02966193,568
ILSVRC2012_val_00008917.JPEG,ILSVRC2012_val_00008917.xml,n04456115,594
ILSVRC2012_val_00008918.JPEG,ILSVRC2012_val_00008918.xml,n03325584,796
ILSVRC2012_val_00008920.JPEG,ILSVRC2012_val_00008920.xml,n04428191,555
ILSVRC2012_val_00008925.JPEG,ILSVRC2012_val_00008925.xml,n04367480,828
ILSVRC2012_val_00008932.JPEG,ILSVRC2012_val_00008932.xml,n04493381,765
ILSVRC2012_val_00008933.JPEG,ILSVRC2012_val_00008933.xml,n03874293,564
ILSVRC2012_val_00008935.JPEG,ILSVRC2012_val_00008935.xml,n03908714,850
ILSVRC2012_val_00008937.JPEG,ILSVRC2012_val_00008937.xml,n02669723,896
ILSVRC2012_val_00008940.JPEG,ILSVRC2012_val_00008940.xml,n03884397,352
ILSVRC2012_val_00008946.JPEG,ILSVRC2012_val_00008946.xml,n03250847,799
ILSVRC2012_val_00008948.JPEG,ILSVRC2012_val_00008948.xml,n03929660,575
ILSVRC2012_val_00008949.JPEG,ILSVRC2012_val_00008949.xml,n04332243,514
ILSVRC2012_val_00008950.JPEG,ILSVRC2012_val_00008950.xml,n03891332,527
ILSVRC2012_val_00008954.JPEG,ILSVRC2012_val_00008954.xml,n02892767,872
ILSVRC2012_val_00008958.JPEG,ILSVRC2012_val_00008958.xml,n02910353,580
ILSVRC2012_val_00008964.JPEG,ILSVRC2012_val_00008964.xml,n02950826,539
ILSVRC2012_val_00008968.JPEG,ILSVRC2012_val_00008968.xml,n02895154,949
ILSVRC2012_val_00008969.JPEG,ILSVRC2012_val_00008969.xml,n09229709,992
ILSVRC2012_val_00008970.JPEG,ILSVRC2012_val_00008970.xml,n07932039,823
ILSVRC2012_val_00008971.JPEG,ILSVRC2012_val_00008971.xml,n03721384,339
ILSVRC2012_val_00008974.JPEG,ILSVRC2012_val_00008974.xml,n03929660,575
ILSVRC2012_val_00008976.JPEG,ILSVRC2012_val_00008976.xml,n02787622,341
ILSVRC2012_val_00008977.JPEG,ILSVRC2012_val_00008977.xml,n02676566,345
ILSVRC2012_val_00008980.JPEG,ILSVRC2012_val_00008980.xml,n03045698,797
ILSVRC2012_val_00008983.JPEG,ILSVRC2012_val_00008983.xml,n03924679,789
ILSVRC2012_val_00008985.JPEG,ILSVRC2012_val_00008985.xml,n02869837,805
ILSVRC2012_val_00008988.JPEG,ILSVRC2012_val_00008988.xml,n04355933,574
ILSVRC2012_val_00008989.JPEG,ILSVRC2012_val_00008989.xml,n03133878,670
ILSVRC2012_val_00008990.JPEG,ILSVRC2012_val_00008990.xml,n03709823,818
ILSVRC2012_val_00008991.JPEG,ILSVRC2012_val_00008991.xml,n06794110,932
ILSVRC2012_val_00008994.JPEG,ILSVRC2012_val_00008994.xml,n02978881,890
ILSVRC2012_val_00008995.JPEG,ILSVRC2012_val_00008995.xml,n03495258,344
ILSVRC2012_val_00008996.JPEG,ILSVRC2012_val_00008996.xml,n03452741,227
ILSVRC2012_val_00008998.JPEG,ILSVRC2012_val_00008998.xml,n04442312,664
ILSVRC2012_val_00008999.JPEG,ILSVRC2012_val_00008999.xml,n04118776,519
ILSVRC2012_val_00009005.JPEG,ILSVRC2012_val_00009005.xml,n03814906,755
ILSVRC2012_val_00009008.JPEG,ILSVRC2012_val_00009008.xml,n03598930,963
ILSVRC2012_val_00009010.JPEG,ILSVRC2012_val_00009010.xml,n03000247,902
ILSVRC2012_val_00009011.JPEG,ILSVRC2012_val_00009011.xml,n02966193,568
ILSVRC2012_val_00009013.JPEG,ILSVRC2012_val_00009013.xml,n04367480,828
ILSVRC2012_val_00009017.JPEG,ILSVRC2012_val_00009017.xml,n04485082,597
ILSVRC2012_val_00009018.JPEG,ILSVRC2012_val_00009018.xml,n03075370,583
ILSVRC2012_val_00009020.JPEG,ILSVRC2012_val_00009020.xml,n13054560,981
ILSVRC2012_val_00009021.JPEG,ILSVRC2012_val_00009021.xml,n02730930,845
ILSVRC2012_val_00009029.JPEG,ILSVRC2012_val_00009029.xml,n09229709,992
ILSVRC2012_val_00009031.JPEG,ILSVRC2012_val_00009031.xml,n04265275,515
ILSVRC2012_val_00009032.JPEG,ILSVRC2012_val_00009032.xml,n04004767,556
ILSVRC2012_val_00009037.JPEG,ILSVRC2012_val_00009037.xml,n03394916,348
ILSVRC2012_val_00009038.JPEG,ILSVRC2012_val_00009038.xml,n04423845,758
ILSVRC2012_val_00009040.JPEG,ILSVRC2012_val_00009040.xml,n03706229,532
ILSVRC2012_val_00009041.JPEG,ILSVRC2012_val_00009041.xml,n02869837,805
ILSVRC2012_val_00009044.JPEG,ILSVRC2012_val_00009044.xml,n04039381,860
ILSVRC2012_val_00009048.JPEG,ILSVRC2012_val_00009048.xml,n03637318,814
ILSVRC2012_val_00009054.JPEG,ILSVRC2012_val_00009054.xml,n03220513,897
ILSVRC2012_val_00009058.JPEG,ILSVRC2012_val_00009058.xml,n04141076,355
ILSVRC2012_val_00009064.JPEG,ILSVRC2012_val_00009064.xml,n02791124,307
ILSVRC2012_val_00009071.JPEG,ILSVRC2012_val_00009071.xml,n04442312,664
ILSVRC2012_val_00009072.JPEG,ILSVRC2012_val_00009072.xml,n02802426,908
ILSVRC2012_val_00009078.JPEG,ILSVRC2012_val_00009078.xml,n02999410,827
ILSVRC2012_val_00009079.JPEG,ILSVRC2012_val_00009079.xml,n03207743,821
ILSVRC2012_val_00009080.JPEG,ILSVRC2012_val_00009080.xml,n03786901,824
ILSVRC2012_val_00009085.JPEG,ILSVRC2012_val_00009085.xml,n04409515,970
ILSVRC2012_val_00009086.JPEG,ILSVRC2012_val_00009086.xml,n03891251,306
ILSVRC2012_val_00009087.JPEG,ILSVRC2012_val_00009087.xml,n03794056,599
ILSVRC2012_val_00009089.JPEG,ILSVRC2012_val_00009089.xml,n04044716,537
ILSVRC2012_val_00009094.JPEG,ILSVRC2012_val_00009094.xml,n03337140,305
ILSVRC2012_val_00009095.JPEG,ILSVRC2012_val_00009095.xml,n03627232,582
ILSVRC2012_val_00009096.JPEG,ILSVRC2012_val_00009096.xml,n04204238,950
ILSVRC2012_val_00009097.JPEG,ILSVRC2012_val_00009097.xml,n07873807,948
ILSVRC2012_val_00009099.JPEG,ILSVRC2012_val_00009099.xml,n04311174,340
ILSVRC2012_val_00009101.JPEG,ILSVRC2012_val_00009101.xml,n04330267,516
ILSVRC2012_val_00009102.JPEG,ILSVRC2012_val_00009102.xml,n04179913,559
ILSVRC2012_val_00009106.JPEG,ILSVRC2012_val_00009106.xml,n03976467,857
ILSVRC2012_val_00009107.JPEG,ILSVRC2012_val_00009107.xml,n03950228,983
ILSVRC2012_val_00009109.JPEG,ILSVRC2012_val_00009109.xml,n03197337,529
ILSVRC2012_val_00009114.JPEG,ILSVRC2012_val_00009114.xml,n02895154,949
ILSVRC2012_val_00009116.JPEG,ILSVRC2012_val_00009116.xml,n04584207,899
ILSVRC2012_val_00009121.JPEG,ILSVRC2012_val_00009121.xml,n07248320,774
ILSVRC2012_val_00009122.JPEG,ILSVRC2012_val_00009122.xml,n03590841,592
ILSVRC2012_val_00009127.JPEG,ILSVRC2012_val_00009127.xml,n03630383,918
ILSVRC2012_val_00009134.JPEG,ILSVRC2012_val_00009134.xml,n03495258,344
ILSVRC2012_val_00009135.JPEG,ILSVRC2012_val_00009135.xml,n03770439,880
ILSVRC2012_val_00009137.JPEG,ILSVRC2012_val_00009137.xml,n02965783,576
ILSVRC2012_val_00009140.JPEG,ILSVRC2012_val_00009140.xml,n02939185,673
ILSVRC2012_val_00009143.JPEG,ILSVRC2012_val_00009143.xml,n03720891,338
ILSVRC2012_val_00009147.JPEG,ILSVRC2012_val_00009147.xml,n02730930,845
ILSVRC2012_val_00009149.JPEG,ILSVRC2012_val_00009149.xml,n04398044,675
ILSVRC2012_val_00009150.JPEG,ILSVRC2012_val_00009150.xml,n04131690,952
ILSVRC2012_val_00009153.JPEG,ILSVRC2012_val_00009153.xml,n04317175,530
ILSVRC2012_val_00009162.JPEG,ILSVRC2012_val_00009162.xml,n03666591,546
ILSVRC2012_val_00009164.JPEG,ILSVRC2012_val_00009164.xml,n02974003,563
ILSVRC2012_val_00009166.JPEG,ILSVRC2012_val_00009166.xml,n03492542,573
ILSVRC2012_val_00009172.JPEG,ILSVRC2012_val_00009172.xml,n03854065,333
ILSVRC2012_val_00009173.JPEG,ILSVRC2012_val_00009173.xml,n03207743,821
ILSVRC2012_val_00009174.JPEG,ILSVRC2012_val_00009174.xml,n04399382,786
ILSVRC2012_val_00009176.JPEG,ILSVRC2012_val_00009176.xml,n04428191,555
ILSVRC2012_val_00009178.JPEG,ILSVRC2012_val_00009178.xml,n03888605,994
ILSVRC2012_val_00009181.JPEG,ILSVRC2012_val_00009181.xml,n03657121,988
ILSVRC2012_val_00009182.JPEG,ILSVRC2012_val_00009182.xml,n04141975,521
ILSVRC2012_val_00009183.JPEG,ILSVRC2012_val_00009183.xml,n04008634,542
ILSVRC2012_val_00009184.JPEG,ILSVRC2012_val_00009184.xml,n02799071,807
ILSVRC2012_val_00009187.JPEG,ILSVRC2012_val_00009187.xml,n07613480,793
ILSVRC2012_val_00009193.JPEG,ILSVRC2012_val_00009193.xml,n03804744,585
ILSVRC2012_val_00009196.JPEG,ILSVRC2012_val_00009196.xml,n03400231,671
ILSVRC2012_val_00009201.JPEG,ILSVRC2012_val_00009201.xml,n04392985,978
ILSVRC2012_val_00009203.JPEG,ILSVRC2012_val_00009203.xml,n04204238,950
ILSVRC2012_val_00009207.JPEG,ILSVRC2012_val_00009207.xml,n03146219,865
ILSVRC2012_val_00009217.JPEG,ILSVRC2012_val_00009217.xml,n03271574,512
ILSVRC2012_val_00009218.JPEG,ILSVRC2012_val_00009218.xml,n02667093,853
ILSVRC2012_val_00009223.JPEG,ILSVRC2012_val_00009223.xml,n04204238,950
ILSVRC2012_val_00009229.JPEG,ILSVRC2012_val_00009229.xml,n04579432,502
ILSVRC2012_val_00009230.JPEG,ILSVRC2012_val_00009230.xml,n03763968,866
ILSVRC2012_val_00009235.JPEG,ILSVRC2012_val_00009235.xml,n04204238,950
ILSVRC2012_val_00009242.JPEG,ILSVRC2012_val_00009242.xml,n04332243,514
ILSVRC2012_val_00009243.JPEG,ILSVRC2012_val_00009243.xml,n03197337,529
ILSVRC2012_val_00009246.JPEG,ILSVRC2012_val_00009246.xml,n03485407,551
ILSVRC2012_val_00009248.JPEG,ILSVRC2012_val_00009248.xml,n04591157,935
ILSVRC2012_val_00009249.JPEG,ILSVRC2012_val_00009249.xml,n07930864,859
ILSVRC2012_val_00009252.JPEG,ILSVRC2012_val_00009252.xml,n04162706,589
ILSVRC2012_val_00009255.JPEG,ILSVRC2012_val_00009255.xml,n03733805,946
ILSVRC2012_val_00009257.JPEG,ILSVRC2012_val_00009257.xml,n04120489,760
ILSVRC2012_val_00009258.JPEG,ILSVRC2012_val_00009258.xml,n04442312,664
ILSVRC2012_val_00009263.JPEG,ILSVRC2012_val_00009263.xml,n11879895,330
ILSVRC2012_val_00009265.JPEG,ILSVRC2012_val_00009265.xml,n02834397,941
ILSVRC2012_val_00009266.JPEG,ILSVRC2012_val_00009266.xml,n03657121,988
ILSVRC2012_val_00009269.JPEG,ILSVRC2012_val_00009269.xml,n03888257,942
ILSVRC2012_val_00009274.JPEG,ILSVRC2012_val_00009274.xml,n03447721,337
ILSVRC2012_val_00009276.JPEG,ILSVRC2012_val_00009276.xml,n04540053,936
ILSVRC2012_val_00009279.JPEG,ILSVRC2012_val_00009279.xml,n03425413,567
ILSVRC2012_val_00009284.JPEG,ILSVRC2012_val_00009284.xml,n04330267,516
ILSVRC2012_val_00009290.JPEG,ILSVRC2012_val_00009290.xml,n04229816,776
ILSVRC2012_val_00009292.JPEG,ILSVRC2012_val_00009292.xml,n04592741,503
ILSVRC2012_val_00009293.JPEG,ILSVRC2012_val_00009293.xml,n03666591,546
ILSVRC2012_val_00009296.JPEG,ILSVRC2012_val_00009296.xml,n03759954,509
ILSVRC2012_val_00009298.JPEG,ILSVRC2012_val_00009298.xml,n03544143,525
ILSVRC2012_val_00009299.JPEG,ILSVRC2012_val_00009299.xml,n03188531,966
ILSVRC2012_val_00009301.JPEG,ILSVRC2012_val_00009301.xml,n04254680,222
ILSVRC2012_val_00009302.JPEG,ILSVRC2012_val_00009302.xml,n03496892,554
ILSVRC2012_val_00009304.JPEG,ILSVRC2012_val_00009304.xml,n02906734,851
ILSVRC2012_val_00009306.JPEG,ILSVRC2012_val_00009306.xml,n02879718,538
ILSVRC2012_val_00009309.JPEG,ILSVRC2012_val_00009309.xml,n03400231,671
ILSVRC2012_val_00009310.JPEG,ILSVRC2012_val_00009310.xml,n02966687,891
ILSVRC2012_val_00009315.JPEG,ILSVRC2012_val_00009315.xml,n03424325,971
ILSVRC2012_val_00009318.JPEG,ILSVRC2012_val_00009318.xml,n04238763,549
ILSVRC2012_val_00009319.JPEG,ILSVRC2012_val_00009319.xml,n03146219,865
ILSVRC2012_val_00009320.JPEG,ILSVRC2012_val_00009320.xml,n02747177,752
ILSVRC2012_val_00009322.JPEG,ILSVRC2012_val_00009322.xml,n13044778,878
ILSVRC2012_val_00009325.JPEG,ILSVRC2012_val_00009325.xml,n03180011,550
ILSVRC2012_val_00009327.JPEG,ILSVRC2012_val_00009327.xml,n03134739,756
ILSVRC2012_val_00009328.JPEG,ILSVRC2012_val_00009328.xml,n03133878,670
ILSVRC2012_val_00009333.JPEG,ILSVRC2012_val_00009333.xml,n04086273,219
ILSVRC2012_val_00009337.JPEG,ILSVRC2012_val_00009337.xml,n04039381,860
ILSVRC2012_val_00009339.JPEG,ILSVRC2012_val_00009339.xml,n04562935,795
ILSVRC2012_val_00009340.JPEG,ILSVRC2012_val_00009340.xml,n03938244,888
ILSVRC2012_val_00009342.JPEG,ILSVRC2012_val_00009342.xml,n12998815,913
ILSVRC2012_val_00009343.JPEG,ILSVRC2012_val_00009343.xml,n04542943,665
ILSVRC2012_val_00009350.JPEG,ILSVRC2012_val_00009350.xml,n02672831,223
ILSVRC2012_val_00009352.JPEG,ILSVRC2012_val_00009352.xml,n02794156,518
ILSVRC2012_val_00009355.JPEG,ILSVRC2012_val_00009355.xml,n03782006,869
ILSVRC2012_val_00009358.JPEG,ILSVRC2012_val_00009358.xml,n03075370,583
ILSVRC2012_val_00009360.JPEG,ILSVRC2012_val_00009360.xml,n04332243,514
ILSVRC2012_val_00009361.JPEG,ILSVRC2012_val_00009361.xml,n02708093,522
ILSVRC2012_val_00009365.JPEG,ILSVRC2012_val_00009365.xml,n04355338,526
ILSVRC2012_val_00009366.JPEG,ILSVRC2012_val_00009366.xml,n03584829,659
ILSVRC2012_val_00009368.JPEG,ILSVRC2012_val_00009368.xml,n06359193,553
ILSVRC2012_val_00009370.JPEG,ILSVRC2012_val_00009370.xml,n03888257,942
ILSVRC2012_val_00009371.JPEG,ILSVRC2012_val_00009371.xml,n03717622,763
ILSVRC2012_val_00009372.JPEG,ILSVRC2012_val_00009372.xml,n04235860,943
ILSVRC2012_val_00009373.JPEG,ILSVRC2012_val_00009373.xml,n04275548,600
ILSVRC2012_val_00009375.JPEG,ILSVRC2012_val_00009375.xml,n03388549,299
ILSVRC2012_val_00009383.JPEG,ILSVRC2012_val_00009383.xml,n04505470,544
ILSVRC2012_val_00009384.JPEG,ILSVRC2012_val_00009384.xml,n04418357,903
ILSVRC2012_val_00009385.JPEG,ILSVRC2012_val_00009385.xml,n03404251,757
ILSVRC2012_val_00009388.JPEG,ILSVRC2012_val_00009388.xml,n04008634,542
ILSVRC2012_val_00009389.JPEG,ILSVRC2012_val_00009389.xml,n03958227,964
ILSVRC2012_val_00009395.JPEG,ILSVRC2012_val_00009395.xml,n03372029,356
ILSVRC2012_val_00009398.JPEG,ILSVRC2012_val_00009398.xml,n03840681,351
ILSVRC2012_val_00009400.JPEG,ILSVRC2012_val_00009400.xml,n03026506,801
ILSVRC2012_val_00009402.JPEG,ILSVRC2012_val_00009402.xml,n03047690,979
ILSVRC2012_val_00009404.JPEG,ILSVRC2012_val_00009404.xml,n02979186,929
ILSVRC2012_val_00009407.JPEG,ILSVRC2012_val_00009407.xml,n12985857,886
ILSVRC2012_val_00009408.JPEG,ILSVRC2012_val_00009408.xml,n02808304,909
ILSVRC2012_val_00009409.JPEG,ILSVRC2012_val_00009409.xml,n04118538,876
ILSVRC2012_val_00009410.JPEG,ILSVRC2012_val_00009410.xml,n04229816,776
ILSVRC2012_val_00009412.JPEG,ILSVRC2012_val_00009412.xml,n07880968,900
ILSVRC2012_val_00009413.JPEG,ILSVRC2012_val_00009413.xml,n04548280,524
ILSVRC2012_val_00009414.JPEG,ILSVRC2012_val_00009414.xml,n03804744,585
ILSVRC2012_val_00009421.JPEG,ILSVRC2012_val_00009421.xml,n04286575,593
ILSVRC2012_val_00009423.JPEG,ILSVRC2012_val_00009423.xml,n03857828,870
ILSVRC2012_val_00009424.JPEG,ILSVRC2012_val_00009424.xml,n03866082,937
ILSVRC2012_val_00009425.JPEG,ILSVRC2012_val_00009425.xml,n03495258,344
ILSVRC2012_val_00009429.JPEG,ILSVRC2012_val_00009429.xml,n03124043,910
ILSVRC2012_val_00009434.JPEG,ILSVRC2012_val_00009434.xml,n04040759,571
ILSVRC2012_val_00009436.JPEG,ILSVRC2012_val_00009436.xml,n04008634,542
ILSVRC2012_val_00009437.JPEG,ILSVRC2012_val_00009437.xml,n04040759,571
ILSVRC2012_val_00009438.JPEG,ILSVRC2012_val_00009438.xml,n06794110,932
ILSVRC2012_val_00009441.JPEG,ILSVRC2012_val_00009441.xml,n03884397,352
ILSVRC2012_val_00009443.JPEG,ILSVRC2012_val_00009443.xml,n04125021,753
ILSVRC2012_val_00009444.JPEG,ILSVRC2012_val_00009444.xml,n02910353,580
ILSVRC2012_val_00009449.JPEG,ILSVRC2012_val_00009449.xml,n03146219,865
ILSVRC2012_val_00009454.JPEG,ILSVRC2012_val_00009454.xml,n13044778,878
ILSVRC2012_val_00009455.JPEG,ILSVRC2012_val_00009455.xml,n03584829,659
ILSVRC2012_val_00009456.JPEG,ILSVRC2012_val_00009456.xml,n03180011,550
ILSVRC2012_val_00009458.JPEG,ILSVRC2012_val_00009458.xml,n03240683,834
ILSVRC2012_val_00009465.JPEG,ILSVRC2012_val_00009465.xml,n03666591,546
ILSVRC2012_val_00009466.JPEG,ILSVRC2012_val_00009466.xml,n12998815,913
ILSVRC2012_val_00009467.JPEG,ILSVRC2012_val_00009467.xml,n03657121,988
ILSVRC2012_val_00009469.JPEG,ILSVRC2012_val_00009469.xml,n03717622,763
ILSVRC2012_val_00009473.JPEG,ILSVRC2012_val_00009473.xml,n04507155,220
ILSVRC2012_val_00009475.JPEG,ILSVRC2012_val_00009475.xml,n04332243,514
ILSVRC2012_val_00009477.JPEG,ILSVRC2012_val_00009477.xml,n04332243,514
ILSVRC2012_val_00009479.JPEG,ILSVRC2012_val_00009479.xml,n03424325,971
ILSVRC2012_val_00009482.JPEG,ILSVRC2012_val_00009482.xml,n03535780,924
ILSVRC2012_val_00009483.JPEG,ILSVRC2012_val_00009483.xml,n02883205,817
ILSVRC2012_val_00009486.JPEG,ILSVRC2012_val_00009486.xml,n02666196,547
ILSVRC2012_val_00009487.JPEG,ILSVRC2012_val_00009487.xml,n02966687,891
ILSVRC2012_val_00009489.JPEG,ILSVRC2012_val_00009489.xml,n03866082,937
ILSVRC2012_val_00009493.JPEG,ILSVRC2012_val_00009493.xml,n04090263,541
ILSVRC2012_val_00009494.JPEG,ILSVRC2012_val_00009494.xml,n04008634,542
ILSVRC2012_val_00009495.JPEG,ILSVRC2012_val_00009495.xml,n03742115,302
ILSVRC2012_val_00009496.JPEG,ILSVRC2012_val_00009496.xml,n03877472,759
ILSVRC2012_val_00009498.JPEG,ILSVRC2012_val_00009498.xml,n03794056,599
ILSVRC2012_val_00009502.JPEG,ILSVRC2012_val_00009502.xml,n03085013,543
ILSVRC2012_val_00009506.JPEG,ILSVRC2012_val_00009506.xml,n03424325,971
ILSVRC2012_val_00009507.JPEG,ILSVRC2012_val_00009507.xml,n03666591,546
ILSVRC2012_val_00009509.JPEG,ILSVRC2012_val_00009509.xml,n07875152,830
ILSVRC2012_val_00009512.JPEG,ILSVRC2012_val_00009512.xml,n03482405,840
ILSVRC2012_val_00009513.JPEG,ILSVRC2012_val_00009513.xml,n04033901,862
ILSVRC2012_val_00009514.JPEG,ILSVRC2012_val_00009514.xml,n04044716,537
ILSVRC2012_val_00009515.JPEG,ILSVRC2012_val_00009515.xml,n03290653,316
ILSVRC2012_val_00009521.JPEG,ILSVRC2012_val_00009521.xml,n04099969,310
ILSVRC2012_val_00009522.JPEG,ILSVRC2012_val_00009522.xml,n02669723,896
ILSVRC2012_val_00009526.JPEG,ILSVRC2012_val_00009526.xml,n03866082,937
ILSVRC2012_val_00009527.JPEG,ILSVRC2012_val_00009527.xml,n04540053,936
ILSVRC2012_val_00009528.JPEG,ILSVRC2012_val_00009528.xml,n02777292,767
ILSVRC2012_val_00009529.JPEG,ILSVRC2012_val_00009529.xml,n03782006,869
ILSVRC2012_val_00009531.JPEG,ILSVRC2012_val_00009531.xml,n03761084,661
ILSVRC2012_val_00009540.JPEG,ILSVRC2012_val_00009540.xml,n03014705,762
ILSVRC2012_val_00009541.JPEG,ILSVRC2012_val_00009541.xml,n03724870,781
ILSVRC2012_val_00009544.JPEG,ILSVRC2012_val_00009544.xml,n03724870,781
ILSVRC2012_val_00009548.JPEG,ILSVRC2012_val_00009548.xml,n07613480,793
ILSVRC2012_val_00009549.JPEG,ILSVRC2012_val_00009549.xml,n13133613,329
ILSVRC2012_val_00009550.JPEG,ILSVRC2012_val_00009550.xml,n04591157,935
ILSVRC2012_val_00009555.JPEG,ILSVRC2012_val_00009555.xml,n04350905,794
ILSVRC2012_val_00009557.JPEG,ILSVRC2012_val_00009557.xml,n04228054,590
ILSVRC2012_val_00009559.JPEG,ILSVRC2012_val_00009559.xml,n03888257,942
ILSVRC2012_val_00009561.JPEG,ILSVRC2012_val_00009561.xml,n04493381,765
ILSVRC2012_val_00009566.JPEG,ILSVRC2012_val_00009566.xml,n02787622,341
ILSVRC2012_val_00009567.JPEG,ILSVRC2012_val_00009567.xml,n02910353,580
ILSVRC2012_val_00009568.JPEG,ILSVRC2012_val_00009568.xml,n04067472,570
ILSVRC2012_val_00009571.JPEG,ILSVRC2012_val_00009571.xml,n03733131,598
ILSVRC2012_val_00009573.JPEG,ILSVRC2012_val_00009573.xml,n02916936,833
ILSVRC2012_val_00009575.JPEG,ILSVRC2012_val_00009575.xml,n02815834,991
ILSVRC2012_val_00009582.JPEG,ILSVRC2012_val_00009582.xml,n13044778,878
ILSVRC2012_val_00009587.JPEG,ILSVRC2012_val_00009587.xml,n03272010,346
ILSVRC2012_val_00009588.JPEG,ILSVRC2012_val_00009588.xml,n04008634,542
ILSVRC2012_val_00009591.JPEG,ILSVRC2012_val_00009591.xml,n02999410,827
ILSVRC2012_val_00009592.JPEG,ILSVRC2012_val_00009592.xml,n04086273,219
ILSVRC2012_val_00009593.JPEG,ILSVRC2012_val_00009593.xml,n03888257,942
ILSVRC2012_val_00009595.JPEG,ILSVRC2012_val_00009595.xml,n04356056,535
ILSVRC2012_val_00009598.JPEG,ILSVRC2012_val_00009598.xml,n03950228,983
ILSVRC2012_val_00009599.JPEG,ILSVRC2012_val_00009599.xml,n04344873,311
ILSVRC2012_val_00009600.JPEG,ILSVRC2012_val_00009600.xml,n02672831,223
ILSVRC2012_val_00009601.JPEG,ILSVRC2012_val_00009601.xml,n12768682,332
ILSVRC2012_val_00009605.JPEG,ILSVRC2012_val_00009605.xml,n04409515,970
ILSVRC2012_val_00009606.JPEG,ILSVRC2012_val_00009606.xml,n03240683,834
ILSVRC2012_val_00009608.JPEG,ILSVRC2012_val_00009608.xml,n07831146,999
ILSVRC2012_val_00009609.JPEG,ILSVRC2012_val_00009609.xml,n03584254,980
ILSVRC2012_val_00009613.JPEG,ILSVRC2012_val_00009613.xml,n03297495,660
ILSVRC2012_val_00009614.JPEG,ILSVRC2012_val_00009614.xml,n04086273,219
ILSVRC2012_val_00009621.JPEG,ILSVRC2012_val_00009621.xml,n07880968,900
ILSVRC2012_val_00009627.JPEG,ILSVRC2012_val_00009627.xml,n03742115,302
ILSVRC2012_val_00009629.JPEG,ILSVRC2012_val_00009629.xml,n04591157,935
ILSVRC2012_val_00009630.JPEG,ILSVRC2012_val_00009630.xml,n03729826,984
ILSVRC2012_val_00009631.JPEG,ILSVRC2012_val_00009631.xml,n02988304,987
ILSVRC2012_val_00009632.JPEG,ILSVRC2012_val_00009632.xml,n03717622,763
ILSVRC2012_val_00009640.JPEG,ILSVRC2012_val_00009640.xml,n03938244,888
ILSVRC2012_val_00009648.JPEG,ILSVRC2012_val_00009648.xml,n02950826,539
ILSVRC2012_val_00009650.JPEG,ILSVRC2012_val_00009650.xml,n03534580,802
ILSVRC2012_val_00009651.JPEG,ILSVRC2012_val_00009651.xml,n03394916,348
ILSVRC2012_val_00009652.JPEG,ILSVRC2012_val_00009652.xml,n04404412,944
ILSVRC2012_val_00009655.JPEG,ILSVRC2012_val_00009655.xml,n04554684,669
ILSVRC2012_val_00009657.JPEG,ILSVRC2012_val_00009657.xml,n03623198,773
ILSVRC2012_val_00009658.JPEG,ILSVRC2012_val_00009658.xml,n04263257,822
ILSVRC2012_val_00009659.JPEG,ILSVRC2012_val_00009659.xml,n04099969,310
ILSVRC2012_val_00009661.JPEG,ILSVRC2012_val_00009661.xml,n03584829,659
ILSVRC2012_val_00009662.JPEG,ILSVRC2012_val_00009662.xml,n04442312,664
ILSVRC2012_val_00009669.JPEG,ILSVRC2012_val_00009669.xml,n04485082,597
ILSVRC2012_val_00009676.JPEG,ILSVRC2012_val_00009676.xml,n04023962,846
ILSVRC2012_val_00009678.JPEG,ILSVRC2012_val_00009678.xml,n02815834,991
ILSVRC2012_val_00009685.JPEG,ILSVRC2012_val_00009685.xml,n03424325,971
ILSVRC2012_val_00009686.JPEG,ILSVRC2012_val_00009686.xml,n02974003,563
ILSVRC2012_val_00009689.JPEG,ILSVRC2012_val_00009689.xml,n04004767,556
ILSVRC2012_val_00009690.JPEG,ILSVRC2012_val_00009690.xml,n03720891,338
ILSVRC2012_val_00009693.JPEG,ILSVRC2012_val_00009693.xml,n04118776,519
ILSVRC2012_val_00009695.JPEG,ILSVRC2012_val_00009695.xml,n03124170,881
ILSVRC2012_val_00009696.JPEG,ILSVRC2012_val_00009696.xml,n03584829,659
ILSVRC2012_val_00009699.JPEG,ILSVRC2012_val_00009699.xml,n03131574,298
ILSVRC2012_val_00009700.JPEG,ILSVRC2012_val_00009700.xml,n03467068,517
